Sequence_ID	Slager_2018_Regulatory_Class	Sigma_Factor_Assignment	Has_Minus35_Signal	Has_Extended_Minus10_Signal	Has_Standard_Minus10_Signal	Has_ComX_CINbox_Signal
TSS_306_D39V_647211_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_307_D39V_649686_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_308_D39V_654021_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_309_D39V_654162_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_310_D39V_657355_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_311_D39V_661497_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_312_D39V_663366_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_313_D39V_664022_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_314_D39V_666460_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_315_D39V_667417_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_316_D39V_667429_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_317_D39V_668593_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_318_D39V_669376_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_319_D39V_670066_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_320_D39V_670412_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_321_D39V_675565_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_322_D39V_676333_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_323_D39V_679303_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_324_D39V_682527_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_325_D39V_684007_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_326_D39V_685822_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_327_D39V_688004_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_328_D39V_688763_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_329_D39V_693323_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_330_D39V_694317_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_331_D39V_694409_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_332_D39V_694411_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_333_D39V_695534_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_334_D39V_698345_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_335_D39V_698401_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_336_D39V_699404_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_337_D39V_700968_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_338_D39V_701072_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_339_D39V_701157_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_340_D39V_704415_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_341_D39V_706738_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_342_D39V_707965_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_343_D39V_708303_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_344_D39V_708576_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_345_D39V_708994_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_346_D39V_711185_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_347_D39V_712579_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_348_D39V_715262_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_349_D39V_717619_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_350_D39V_717739_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_351_D39V_718867_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_352_D39V_723228_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_353_D39V_725805_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_354_D39V_730202_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_355_D39V_730880_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_356_D39V_734255_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_357_D39V_734675_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_358_D39V_734813_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_359_D39V_736387_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_360_D39V_737397_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_361_D39V_738361_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_362_D39V_738544_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_363_D39V_746064_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_364_D39V_747048_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_365_D39V_747378_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_366_D39V_747872_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_367_D39V_749695_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_368_D39V_756029_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_369_D39V_757739_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_370_D39V_757852_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_371_D39V_762810_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_372_D39V_764760_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_373_D39V_767105_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_374_D39V_767390_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_375_D39V_767527_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_376_D39V_767609_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_377_D39V_767624_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_378_D39V_770583_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_379_D39V_772763_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_380_D39V_773016_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_381_D39V_779740_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_382_D39V_779826_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_383_D39V_781585_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_384_D39V_782221_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_385_D39V_782349_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_386_D39V_786057_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_387_D39V_788851_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_388_D39V_788946_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_389_D39V_791441_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_390_D39V_794707_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_391_D39V_796912_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_392_D39V_800551_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_393_D39V_803660_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_394_D39V_803957_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_395_D39V_807133_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_396_D39V_808187_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_397_D39V_811416_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_398_D39V_812905_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_399_D39V_813024_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_400_D39V_816082_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_401_D39V_817739_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_402_D39V_820339_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_403_D39V_821306_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_404_D39V_821460_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_405_D39V_825973_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_406_D39V_826260_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_407_D39V_835285_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_408_D39V_835420_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_409_D39V_836701_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_410_D39V_840682_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_411_D39V_840930_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_412_D39V_844228_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_413_D39V_849299_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_414_D39V_849652_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_415_D39V_851190_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_416_D39V_853710_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_417_D39V_857289_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_418_D39V_857941_+	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_419_D39V_860907_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_420_D39V_863157_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_421_D39V_863324_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_422_D39V_864986_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_423_D39V_866991_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_424_D39V_868963_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_425_D39V_870864_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_426_D39V_870922_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_427_D39V_875569_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_428_D39V_879640_+	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_429_D39V_880613_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_430_D39V_883185_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_431_D39V_887352_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_432_D39V_888213_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_433_D39V_888330_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_434_D39V_891368_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_435_D39V_894566_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_436_D39V_896223_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_437_D39V_896926_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_438_D39V_897876_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_439_D39V_899405_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_440_D39V_904081_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_441_D39V_905598_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_442_D39V_909800_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_443_D39V_917033_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_444_D39V_920898_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_445_D39V_927214_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_446_D39V_935631_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_447_D39V_936131_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_448_D39V_938798_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_449_D39V_938930_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_450_D39V_943786_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_451_D39V_946851_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_452_D39V_948733_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_453_D39V_953602_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_454_D39V_954895_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_455_D39V_957720_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_456_D39V_958454_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_457_D39V_959407_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_458_D39V_959489_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_459_D39V_961366_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_460_D39V_963439_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_461_D39V_964202_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_462_D39V_964482_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_463_D39V_966611_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_464_D39V_970110_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_465_D39V_970111_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_466_D39V_970764_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_467_D39V_973568_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_468_D39V_975625_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_469_D39V_977973_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_470_D39V_978939_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_471_D39V_983335_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_472_D39V_984164_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_473_D39V_986817_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_474_D39V_987618_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_475_D39V_990240_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_476_D39V_993447_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_477_D39V_993577_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_478_D39V_993600_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_479_D39V_996678_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_480_D39V_1000777_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_481_D39V_1001848_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_482_D39V_1004243_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_483_D39V_1015411_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_484_D39V_1022227_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_485_D39V_1023324_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_486_D39V_1025176_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_487_D39V_1026226_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_488_D39V_1028210_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_489_D39V_1031103_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_490_D39V_1036872_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_491_D39V_1039878_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_492_D39V_1040897_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_493_D39V_1045181_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_494_D39V_1047916_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_495_D39V_1047977_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_496_D39V_1048273_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_497_D39V_1051644_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_498_D39V_1051849_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_499_D39V_1052049_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_500_D39V_1052229_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_501_D39V_1052911_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_502_D39V_1052957_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_503_D39V_1053448_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_504_D39V_1055009_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_505_D39V_1055111_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_506_D39V_1062045_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_507_D39V_1064823_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_508_D39V_1065690_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_509_D39V_1067447_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_510_D39V_1069682_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_511_D39V_1069950_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_512_D39V_1072583_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_513_D39V_1073750_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_514_D39V_1079658_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_515_D39V_1082731_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_516_D39V_1084121_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_517_D39V_1084974_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_518_D39V_1087203_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_519_D39V_1091901_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_520_D39V_1093331_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_521_D39V_1094086_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_522_D39V_1094639_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_523_D39V_1100188_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_524_D39V_1101545_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_525_D39V_1102488_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_526_D39V_1102918_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_527_D39V_1105951_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_528_D39V_1106069_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_529_D39V_1110855_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_530_D39V_1112797_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_531_D39V_1113374_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_532_D39V_1116312_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_533_D39V_1117527_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_534_D39V_1117585_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_535_D39V_1119554_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_536_D39V_1119756_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_537_D39V_1121810_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_538_D39V_1122325_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_539_D39V_1126466_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_540_D39V_1127501_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_541_D39V_1127624_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_542_D39V_1130639_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_543_D39V_1139380_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_544_D39V_1140727_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_545_D39V_1149162_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_546_D39V_1149614_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_547_D39V_1151812_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_548_D39V_1153265_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_549_D39V_1154757_-	ComX_SigmaX_Site	SigX	False	False	False	True
TSS_550_D39V_1159051_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_551_D39V_1159217_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_552_D39V_1159338_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_553_D39V_1159340_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_554_D39V_1168970_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_555_D39V_1170223_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_556_D39V_1170339_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_557_D39V_1170746_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_558_D39V_1174123_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_559_D39V_1174168_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_560_D39V_1175105_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_561_D39V_1178648_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_562_D39V_1179142_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_563_D39V_1179188_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_564_D39V_1181901_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_565_D39V_1182924_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_566_D39V_1183485_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_567_D39V_1183548_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_568_D39V_1184547_+	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_569_D39V_1187118_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_570_D39V_1187429_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_571_D39V_1202802_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_572_D39V_1202833_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_573_D39V_1212984_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TSS_574_D39V_1215355_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_575_D39V_1215469_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_576_D39V_1216425_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_577_D39V_1217994_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_578_D39V_1222704_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_579_D39V_1225016_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_580_D39V_1225904_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_581_D39V_1231477_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_582_D39V_1235545_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_583_D39V_1235633_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_584_D39V_1242103_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_585_D39V_1242196_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_586_D39V_1245185_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_587_D39V_1245304_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_588_D39V_1250194_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_589_D39V_1250634_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_590_D39V_1255590_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_591_D39V_1257079_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_592_D39V_1257202_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_593_D39V_1259444_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_594_D39V_1265026_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_595_D39V_1267843_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_596_D39V_1271288_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_597_D39V_1273902_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_598_D39V_1274211_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_599_D39V_1274289_-	Orphan_Unassigned	Unassigned	False	False	False	False
TSS_600_D39V_1275053_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TSS_601_D39V_1275151_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_602_D39V_1277991_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TSS_603_D39V_1281748_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TSS_604_D39V_1287478_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
