Sequence_ID	Regulatory_Class	Sigma_Factor_Assignment	Has_Minus35_Signal	Has_Extended_Minus10_Signal	Has_Standard_Minus10_Signal	Has_ComX_CINbox_Signal
TIGR4_SP_1009_TSS_953823_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1013_TSS_956782_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1018_TSS_962337_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1022_TSS_965074_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1025_TSS_967467_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1027_TSS_969358_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1029_TSS_970377_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1030_TSS_972765_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1042_TSS_982046_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1045_TSS_984031_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1047_TSS_986934_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1050_TSS_988031_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1057_TSS_993924_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1059_TSS_994951_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1067_TSS_1001213_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1069_TSS_1005312_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1072_TSS_1008390_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1075_TSS_1011750_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1078_TSS_1014370_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1081_TSS_1017176_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1084_TSS_1019887_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_RS12110_TSS_1021571_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1087_TSS_1022538_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1097_TSS_1030401_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1098_TSS_1031054_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_L21_leader_TSS_1037080_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1106_TSS_1037380_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1107_TSS_1037692_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1110_TSS_1039154_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1112_TSS_1041113_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1113_TSS_1042066_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1114_TSS_1042800_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1117_TSS_1046918_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1119_TSS_1051788_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1121_TSS_1053688_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1128_TSS_1061741_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1131_TSS_1065412_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1143_TSS_1071268_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1151_TSS_1075332_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1155_TSS_1090221_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1159_TSS_1093678_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1178_TSS_1115903_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1182_TSS_1119809_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1220_TSS_1150007_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1230_TSS_1163618_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1233_TSS_1165672_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1234_TSS_1166187_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1243_TSS_1174493_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SpF43_sRNA_TSS_1216148_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1285_TSS_1219464_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_PyrR_TSS_1220352_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1298_TSS_1229949_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1299_TSS_1230948_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1306_TSS_1232570_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1382_TSS_1304755_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1393_TSS_1316735_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_RS07015_TSS_1349076_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1446_TSS_1366412_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1457_TSS_1373554_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1465_TSS_1378782_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1470_TSS_1383120_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1499_TSS_1407826_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1530_TSS_1441425_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1546_TSS_1453460_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1588_TSS_1492941_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1589_TSS_1494373_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1591_TSS_1496606_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1624_TSS_1525773_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1630_TSS_1529948_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1634_TSS_1534330_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1638_TSS_1537326_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1648_TSS_1547850_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1674_TSS_1575198_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1714_TSS_1617434_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_RS12360_TSS_1653710_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_RS08800_TSS_1694250_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1776_TSS_1694350_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1790_TSS_1705290_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1804_TSS_1719618_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1805_TSS_1720122_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_Purine_TSS_1754773_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1858_TSS_1765499_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1869_TSS_1774470_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1885_TSS_1788790_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1899_TSS_1806733_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1902_TSS_1816838_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1903_TSS_1817669_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_RS12445_TSS_1834929_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1947_TSS_1850068_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1956_TSS_1859467_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1996_TSS_1898731_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1998_TSS_1900668_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2017_TSS_1923155_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2059_TSS_1960880_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2078_TSS_1988099_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2082_TSS_1991226_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2091_TSS_1998765_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2100_TSS_2009275_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2105_TSS_2014757_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2108_TSS_2020687_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2111_TSS_2024491_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2132_TSS_2044431_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2134_TSS_2045761_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2135_TSS_2045975_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2168_TSS_2084860_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SpF66_sRNA_TSS_2086080_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SpF66_sRNA_TSS_2086423_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2188_TSS_2107946_+	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_2209_TSS_2129758_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2226_TSS_2144439_+	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_2230_TSS_2148810_+	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_2239_TSS_2158806_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_2240_TSS_2160068_+	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0034_TSS_36040_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0058_TSS_64632_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0099_TSS_101817_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0100_TSS_102156_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0101_TSS_103441_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0106_TSS_109186_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0122_TSS_127069_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_0161_TSS_158807_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_FMN_TSS_171694_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0182_TSS_174875_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0185_TSS_176785_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0268_TSS_246713_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0282_TSS_260843_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0284_TSS_262727_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0286_TSS_265110_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0293_TSS_271717_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_srn081_TSS_274220_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0333_TSS_305466_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0340_TSS_313627_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0341_TSS_315198_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_RS11690_TSS_319824_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_His_leader_TSS_347114_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0370_TSS_349632_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_0403_TSS_383956_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_0412_TSS_392884_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0413_TSS_394045_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_0435_TSS_408919_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0438_TSS_412263_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0453_TSS_426341_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0473_TSS_451977_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0480_TSS_461963_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0496_TSS_476273_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0521_TSS_502638_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_0524_TSS_504998_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0670_TSS_646265_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0676_TSS_651723_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0680_TSS_653520_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_TPP_TSS_691454_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_RS11930_TSS_698458_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TIGR4_SP_0737_TSS_701350_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0741_TSS_703918_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0742_TSS_704875_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0771_TSS_730669_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0781_TSS_735664_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_0783_TSS_736734_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0784_TSS_738298_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_0800_TSS_754301_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0816_TSS_768520_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0820_TSS_772579_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0822_TSS_772999_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0839_TSS_787631_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0851_TSS_798201_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0872_TSS_820186_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0894_TSS_846766_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_0906_TSS_859184_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TIGR4_SP_0923_TSS_878505_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_RS12045_TSS_892517_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0986_TSS_931256_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_0987_TSS_932117_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1008_TSS_953721_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1016_TSS_961981_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1017_TSS_962278_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1090_TSS_1026943_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1095_TSS_1029747_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1102_TSS_1036037_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1127_TSS_1061609_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1130_TSS_1065332_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_RS12130_TSS_1074831_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1164_TSS_1101311_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1169_TSS_1105513_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1171_TSS_1107031_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1174_TSS_1110778_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1175_TSS_1113402_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1176_TSS_1115326_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1177_TSS_1115635_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1187_TSS_1125800_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1189_TSS_1126839_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1193_TSS_1129913_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1200_TSS_1134429_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1207_TSS_1140557_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1208_TSS_1141312_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1213_TSS_1144126_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1215_TSS_1146426_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1219_TSS_1149889_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1221_TSS_1154717_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1222_TSS_1156659_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1223_TSS_1157236_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1227_TSS_1160174_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1228_TSS_1161390_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1229_TSS_1163416_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1235_TSS_1167610_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1238_TSS_1170322_-	ComX_SigmaX_Site	SigX	False	True	True	True
TIGR4_SP_1240_TSS_1171358_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1248_TSS_1183246_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1249_TSS_1184594_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1260_TSS_1193026_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1263_TSS_1197213_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1264_TSS_1198664_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1271_TSS_1204453_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_PyrR_TSS_1214371_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1284_TSS_1219419_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_R2_TSS_1222233_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1288_TSS_1223895_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1289_TSS_1224389_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1293_TSS_1228304_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1296_TSS_1229323_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_RS12175_TSS_1232265_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TIGR4_SP_1338_TSS_1261869_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1344_TSS_1270581_-	RpoD_Standard_Minus10_Only	SigA	False	False	True	False
TIGR4_rli38_TSS_1274942_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1354_TSS_1275001_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_srn308_TSS_1275729_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_R17_TSS_1277389_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_RS06655_TSS_1282392_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1361_TSS_1284408_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1362_TSS_1285296_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1367_TSS_1290926_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1371_TSS_1295084_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1372_TSS_1295669_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1381_TSS_1304635_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1384_TSS_1309645_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1390_TSS_1315033_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1392_TSS_1316647_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1405_TSS_1327287_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1409_TSS_1330732_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1413_TSS_1333346_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1414_TSS_1333655_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1415_TSS_1334497_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_RS12215_TSS_1337555_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1421_TSS_1343158_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1422_TSS_1343906_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1429_TSS_1348612_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1433_TSS_1352501_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_RS07080_TSS_1362458_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1445_TSS_1366327_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1449_TSS_1369754_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1458_TSS_1375259_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1459_TSS_1375587_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1464_TSS_1378701_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1468_TSS_1381412_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1469_TSS_1382939_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SpR19_sRNA_TSS_1391092_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1479_TSS_1393492_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1480_TSS_1394147_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1487_TSS_1398952_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_RS12255_TSS_1399597_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1491_TSS_1402355_-	RpoD_Complete_Bipartite_Standard	SigA	True	False	True	False
TIGR4_SP_1501_TSS_1410161_-	Orphan_Unassigned	Unassigned	False	False	False	False
TIGR4_SP_1502_TSS_1410626_-	RpoD_Complete_Bipartite_With_Extended_Minus10	SigA	True	True	True	False
TIGR4_SP_1505_TSS_1414863_-	RpoD_Extended_Minus10_Only	SigA	False	True	True	False
TIGR4_SP_1510_TSS_1420764_-	Orphan_Unassigned	Unassigned	False	False	False	False
